日付,場所,R,クラス,距離,レースID,馬番,馬名,騎手,スコア,印,期待値スコア,EV補正スコア,単勝オッズ,フィルタ除外,警告,HAHO_戦略対象,HAHO_馬連_買い目,HAHO_馬連_購入額,HAHO_三連複_買い目,HAHO_三連複_購入額,HALO_戦略対象,HALO_三連複_買い目,HALO_三連複_購入額,LALO_戦略対象,LALO_複勝_買い目,LALO_複勝_購入額,CQC_戦略対象,CQC_単勝_買い目,CQC_単勝_購入額,着順,単勝払戻,複勝払戻,馬連払戻,三連複払戻,三連単払戻
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,5,エイシンマールス,小沢大仁,28.9,▲,2.388,0.771,6.6,,,,,,,,,,,,,,,,,3,nan,150.0,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,6,コルヴィル,舟山瑠泉,21.9,△,5.425,0.721,19.8,,1走前除外,,,,,,,,,,,,,,,7,nan,nan,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,7,パーリーラスター,長岡禎仁,8.3,,5.2,0.721,50.2,,,,,,,,,,,,,,,,,13,nan,nan,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,8,リゼレインボー,富田暁,2.4,,1.343,0.833,44.3,,,,,,,,,,,,,,,,,12,nan,nan,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,9,ダディーズグーグー,浜中俊,14.5,,2.927,0.747,16.1,,,,,,,,,,,,,,,,,4,nan,nan,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,10,ジョードリウム,国分恭介,6.6,,1.575,0.803,19.0,,,,,,,,,,,,,,,,,14,nan,nan,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,11,タリスマン,伊藤工真,17.3,,6.626,0.721,30.6,,,,,,,,,,,,,,,,,10,nan,nan,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,12,シュヴァルム,丸田恭介,5.7,,1.839,0.779,25.7,,,,,,,,,,,,,,,,,11,nan,nan,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,13,ポルトドール,田口貫太,17.3,,5.608,0.721,25.9,,2走前除外,,,,,,,,,,,,,,,2,nan,430.0,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,14,オースミライト,加藤祥太,6.6,,2.486,0.766,30.0,,,,,,,,,,,,,,,,,8,nan,nan,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,15,ティアップドライブ,古川吉洋,8.3,,5.625,0.721,54.3,,,,,,,,,,,,,,,,,9,nan,nan,,,
2026.3.28,中京,6,1勝,ダート1400m,2026032807010506,16,イイデカンタロウ,酒井学,2.5,,0.538,0.847,17.1,,,,,,,,,,,,,,,,,6,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,1,キスアンドクライ,小沢大仁,20.0,,3.104,0.739,12.4,,,,,,,,,,,,,,,,,1,720.0,290.0,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,2,ツインピークス,酒井学,6.6,,1.102,0.843,13.3,,,,,,,,,,,,,,,,,5,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,3,マリーヌ,古川奈穂,11.8,,1.89,0.779,12.8,,,,,,,,,,,,,,,,,11,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,4,メイリー,富田暁,8.3,,1.647,0.794,15.9,,,,,,,,,,,,,,,,,2,nan,590.0,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,5,グローブアマランス,吉田隼人,33.7,▲,2.614,0.761,6.2,,,,,,,,,,,,,,,,,7,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,6,シャーリーゴールド,田山旺佑,11.2,,2.595,0.762,18.5,,,,,,,,,,,,,,,,,8,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,7,ヒルノセビリア,岩部純二,8.3,,19.858,0.721,191.7,,,,,,,,,,,,,,,,,12,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,8,ジョワイユノエル,浜中俊,35.7,◯,3.17,0.736,7.1,,,,,,,,,,,,,,,,,4,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,9,チリーゴールド,高杉吏麒,7.9,,1.397,0.827,14.1,,,,,,,,,,,,,,,,,6,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,10,エンベッカ,鷲頭虎太,15.0,,2.026,0.778,10.8,,,,,,,,,,,,,,,,,13,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,11,ショウナンラウール,田口貫太,21.9,×,6.384,0.721,23.3,,,,,,,,,,,,,,,,,10,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,12,バーニングフレーム,小林凌大,5.7,,9.431,0.721,131.8,,,,,,,,,,,,,,,,,14,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,13,コンバットペスカ,永島まな,7.9,,2.328,0.774,23.5,,,,,,,,,,,,,,,,,0,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,14,ムーンライトラガー,池添謙一,40.5,◎,2.584,0.762,5.1,,,,,0,,0,,,0,,,0,,,0,8,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,15,オタルグリーン,柴田裕一,15.0,,2.439,0.769,13.0,,,,,,,,,,,,,,,,,15,nan,nan,,,
2026.3.28,中京,7,1勝,芝1600m,2026032807010507,16,レモンバーム,石神深道,24.8,△,4.344,0.721,14.0,,,,,,,,,,,,,,,,,3,nan,290.0,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,1,タイキジパング,柴田裕一,28.9,△,4.523,0.721,12.5,,4走前取消,,,,,,,,,,,,,,,0,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,2,リアルショット,中井裕二,8.3,,10.214,0.721,98.6,,,,,,,,,,,,,,,,,14,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,3,ケアンズ,石神深道,8.3,,7.427,0.721,71.7,,,,,,,,,,,,,,,,,13,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,4,タマモランプ,池添謙一,40.2,◎,4.774,0.721,9.5,EV=4.77>=3.0上限除外(valid=59%),,,,0,,0,,,0,,,0,,,0,5,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,5,ホウオウタイタン,田山旺佑,15.0,,1.37,0.83,7.3,,,,,,,,,,,,,,,,,2,nan,180.0,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,6,ダイシンラー,丸山元気,15.0,,6.004,0.721,32.0,,,,,,,,,,,,,,,,,7,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,7,シュードタキライト,田口貫太,5.7,,2.333,0.773,32.6,,,,,,,,,,,,,,,,,12,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,8,マドモアゼルアスク,西塚洸二,32.5,◯,2.929,0.747,7.2,,,,,,,,,,,,,,,,,3,nan,200.0,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,9,ダノンカゼルタ,舟山瑠泉,21.9,×,4.631,0.721,16.9,,,,,,,,,,,,,,,,,1,2450.0,600.0,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,10,エテルニータ,岩田康誠,14.5,,0.545,0.844,3.0,,,,,,,,,,,,,,,,,4,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,11,ウィアステーラ,丸田恭介,2.4,,1.897,0.779,62.6,,,,,,,,,,,,,,,,,11,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,12,オーシンエス,高杉吏麒,9.7,,2.458,0.768,20.2,,,,,,,,,,,,,,,,,9,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,13,クラウディアイ,小沢大仁,21.4,,2.089,0.778,7.8,,,,,,,,,,,,,,,,,8,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,14,クラウドセイル,佐藤翔馬,13.3,,7.812,0.721,46.9,,,,,,,,,,,,,,,,,10,nan,nan,,,
2026.3.28,中京,8,1勝,芝2000m,2026032807010508,15,マイネルアレス,斎藤新,32.5,▲,3.824,0.721,9.4,,,,,,,,,,,,,,,,,6,nan,nan,,,
2026.3.28,中京,9,1勝,ダート1900m,2026032807010509,1,ソリスディエス,田口貫太,11.8,,0.945,0.834,6.4,,,,,,,,,,,,,,,,,9,nan,nan,,,
2026.3.28,中京,9,1勝,ダート1900m,2026032807010509,2,テンエースワン,高杉吏麒,32.5,×,3.946,0.721,9.7,,,,,,,,,,,,,,,,,7,nan,nan,,,
2026.3.28,中京,9,1勝,ダート1900m,2026032807010509,3,ディズレーリ,小沢大仁,26.8,,3.718,0.721,11.1,,,,,,,,,,,,,,,,,1,2020.0,380.0,,,
2026.3.28,中京,9,1勝,ダート1900m,2026032807010509,4,ラファミリア,斎藤新,15.0,,2.045,0.778,10.9,,,,,,,,,,,,,,,,,8,nan,nan,,,
2026.3.28,中京,9,1勝,ダート1900m,2026032807010509,5,ココデイック,西塚洸二,45.9,◯,4.249,0.721,7.4,,,,,,,,,,,,,,,,,4,nan,nan,,,
2026.3.28,中京,9,1勝,ダート1900m,2026032807010509,6,アスクガンバーレ,岩田康誠,33.7,▲,1.56,0.805,3.7,,,,,,,,,,,,,,,,,2,nan,160.0,,,
2026.3.28,中京,9,1勝,ダート1900m,2026032807010509,7,ニヒトツーゼーア,池添謙一,33.7,△,2.951,0.746,7.0,,,,,,,,,,,,,,,,,3,nan,170.0,,,
2026.3.28,中京,9,1勝,ダート1900m,2026032807010509,8,モーメントキャッチ,原田和真,62.3,◎,3.506,0.721,4.5,EV=3.51>=3.0上限除外(valid=59%),5走前中止,,,0,,0,,,0,,,0,,,0,5,nan,nan,,,
2026.3.28,中京,9,1勝,ダート1900m,2026032807010509,9,ゴットランド,舟山瑠泉,15.0,,3.94,0.721,21.0,,5走前除外,,,,,,,,,,,,,,,6,nan,nan,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,1,ピンキープロミス,富田暁,15.0,,4.653,0.721,24.8,,,,,,,,✅,,,✅,,,✅,,,6,nan,nan,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,2,オリエンタルナイト,鷲頭虎太,5.7,,7.163,0.721,100.1,,4走前中止,,,,,,✅,,,✅,,,✅,,,12,nan,nan,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,3,ジェットブレード,岩田康誠,28.9,▲,7.816,0.721,21.6,,,,,,,,✅,,,✅,,,✅,,,4,nan,nan,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,4,バンフィエルド,国分恭介,11.9,,9.249,0.721,62.0,,,,,,,,✅,,,✅,,,✅,,,9,nan,nan,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,5,オルトパラティウム,斎藤新,5.7,,0.794,0.818,11.1,,,,,,,,✅,,,✅,,,✅,,,10,nan,nan,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,6,ドゥレイクパセージ,浜中俊,5.7,,2.562,0.763,35.8,,,,,,,,✅,,,✅,,,✅,,,5,nan,nan,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,7,ジョイエッロ,田口貫太,37.1,◎,2.412,0.77,5.2,,,,,0,,0,✅,3-7-9,10000,✅,7,10000,✅,7,10000,3,nan,170.0,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,8,ディーガレジェンド,西塚洸二,24.8,△,1.117,0.842,3.6,,,,,,,,✅,,,✅,,,✅,,,1,1580.0,350.0,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,9,フルレゾン,亀田温心,29.6,◯,3.884,0.721,10.5,,,,,,,,✅,,,✅,,,✅,,,8,nan,nan,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,10,ニュークレド,高杉吏麒,13.3,,1.482,0.816,8.9,,,,,,,,✅,,,✅,,,✅,,,7,nan,nan,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,11,パフュームセント,池添謙一,20.0,×,0.726,0.808,2.9,,,,,,,,✅,,,✅,,,✅,,,2,nan,120.0,,,
2026.3.28,中京,10,2勝,芝2200m,2026032807010510,12,アナレンマ,小沢大仁,4.8,,3.67,0.721,61.3,,,,,,,,✅,,,✅,,,✅,,,11,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,1,ミッキーツインクル,中井裕二,33.7,◎,4.595,0.721,10.9,EV=4.59>=3.0上限除外(valid=59%),,,,0,,0,,,0,,,0,,,0,5,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,2,ルージュソリテール,西塚洸二,26.8,◯,1.976,0.779,5.9,,,,,,,,,,,,,,,,,1,290.0,180.0,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,3,エポックヴィーナス,田口貫太,11.8,,2.214,0.777,15.0,,,,,,,,,,,,,,,,,7,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,4,クリニクラウン,岩田康誠,17.9,,3.615,0.721,16.2,,,,,,,,,,,,,,,,,15,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,5,レオテミス,柴田裕一,4.8,,5.316,0.721,88.8,,,,,,,,,,,,,,,,,11,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,6,マイエレメント,斎藤新,13.3,,1.083,0.842,6.5,,,,,,,,,,,,,,,,,6,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,7,ジーティードレス,丸山元気,26.8,▲,6.588,0.721,19.7,,,,,,,,,,,,,,,,,16,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,8,ウォーターガーベラ,高杉吏麒,23.3,,2.442,0.768,8.4,,,,,,,,,,,,,,,,,8,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,9,キタサンダムール,国分恭介,21.9,,7.042,0.721,25.7,,5走前取消,,,,,,,,,,,,,,,10,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,10,タガノアビー,古川吉洋,11.8,,0.768,0.814,5.2,,2走前除外,,,,,,,,,,,,,,,13,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,11,ハニーコム,浜中俊,25.7,×,6.769,0.721,21.1,,,,,,,,,,,,,,,,,12,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,12,ラーンザロープス,富田暁,26.8,△,2.441,0.768,7.3,,,,,,,,,,,,,,,,,2,nan,310.0,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,13,ミラビリスマジック,小沢大仁,11.2,,4.236,0.721,30.2,,,,,,,,,,,,,,,,,9,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,14,ピックアチェリー,吉田隼人,7.9,,2.645,0.759,26.7,,,,,,,,,,,,,,,,,3,nan,920.0,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,15,ミエスペランサ,亀田温心,20.0,,17.871,0.721,71.4,,,,,,,,,,,,,,,,,4,nan,nan,,,
2026.3.28,中京,11,3勝,芝1600m,2026032807010511,16,コンドゥイア,池添謙一,21.0,,7.892,0.721,30.1,,,,,,,,,,,,,,,,,14,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,1,カウンティフェア,長岡禎仁,12.1,,2.317,0.774,15.3,,,,,,,,✅,,,✅,,,✅,,,8,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,2,ボンヌソワレ,斎藤新,33.7,◎,2.529,0.765,6.0,,,,,0,,0,✅,2-3-16,10000,✅,2,10000,✅,2,10000,5,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,3,サクラオーラ,酒井学,21.0,◯,3.199,0.734,12.2,,,,,,,,✅,,,✅,,,✅,,,7,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,4,スイミーユニバンス,永島まな,17.3,△,3.248,0.732,15.0,,,,,,,,✅,,,✅,,,✅,,,16,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,5,プチプラージュ,国分恭介,6.3,,6.389,0.721,81.4,,,,,,,,✅,,,✅,,,✅,,,10,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,6,アムールリーベ,古川吉洋,6.6,,1.368,0.831,16.5,,,,,,,,✅,,,✅,,,✅,,,9,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,7,ライラ,丸山元気,15.0,,1.013,0.838,5.4,,,,,,,,✅,,,✅,,,✅,,,2,nan,250.0,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,8,メイショウミリオレ,高杉吏麒,15.0,,2.965,0.745,15.8,,,,,,,,✅,,,✅,,,✅,,,4,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,9,キョウエイボニータ,池添謙一,17.3,×,8.423,0.721,38.9,,,,,,,,✅,,,✅,,,✅,,,13,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,10,ドーンコーラス,岩田康誠,14.5,,4.417,0.721,24.3,,,,,,,,✅,,,✅,,,✅,,,11,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,11,ノクナレア,吉田隼人,6.6,,0.414,0.9,5.0,,,,,,,,✅,,,✅,,,✅,,,1,370.0,170.0,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,12,キャッスルレイク,田口貫太,16.8,,3.916,0.721,18.6,,,,,,,,✅,,,✅,,,✅,,,3,nan,550.0,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,13,インフローレ,浜中俊,11.8,,3.72,0.721,25.2,,,,,,,,✅,,,✅,,,✅,,,14,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,14,ロンドボス,西塚洸二,9.3,,0.803,0.819,6.9,,,,,,,,✅,,,✅,,,✅,,,6,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,15,ニシノクードクール,丸田恭介,8.3,,5.791,0.721,55.9,,,,,,,,✅,,,✅,,,✅,,,15,nan,nan,,,
2026.3.28,中京,12,2勝,芝1400m,2026032807010512,16,ルトゥール,中井裕二,17.9,▲,6.717,0.721,30.1,,,,,,,,✅,,,✅,,,✅,,,12,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,1,マユナイト,幸英明,24.8,△,4.003,0.721,12.9,,,,,,,,,,,,,,,,,3,nan,320.0,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,2,ゴールドヴィーナス,団野大成,11.9,,1.268,0.836,8.5,,,,,,,,,,,,,,,,,1,1210.0,360.0,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,3,マリリンバローズ,吉村誠之,42.4,◎,1.855,0.779,3.5,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,2,nan,120.0,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,4,ワカワカ,森田誠也,11.9,,10.622,0.721,71.2,,,,,,,,,,,,,,,,,12,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,5,クリコイーコ,城戸義政,15.0,,30.566,0.721,162.9,,,,,,,,,,,,,,,,,6,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,6,マルシュボヌール,河原田菜,6.3,,1.954,0.779,24.9,,,,,,,,,,,,,,,,,4,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,7,インディクイーン,角田大和,8.3,,3.905,0.721,37.7,,,,,,,,,,,,,,,,,7,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,8,スマイリングスカイ,藤懸貴志,3.8,,1.664,0.791,35.2,,,,,,,,,,,,,,,,,16,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,9,ユナダイヤ,菱田裕二,25.7,▲,11.1,0.721,34.6,,,,,,,,,,,,,,,,,11,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,10,ジーティーリボーン,国分優作,15.0,,4.316,0.721,23.0,,,,,,,,,,,,,,,,,9,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,11,ティンクルバレット,北村友一,24.4,×,2.043,0.778,6.7,,,,,,,,,,,,,,,,,10,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,12,エールドリー,荻野琢真,5.7,,2.276,0.776,31.8,,,,,,,,,,,,,,,,,13,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,13,サルタラリンダ,岩田望来,35.7,◯,1.295,0.835,2.9,,,,,,,,,,,,,,,,,5,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,14,アルウラメファ,鮫島良太,14.5,,5.453,0.721,30.0,,,,,,,,,,,,,,,,,14,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,15,プルミエショコラ,太宰啓介,15.0,,14.091,0.721,75.1,,,,,,,,,,,,,,,,,15,nan,nan,,,
2026.3.28,阪神,1,未勝利,ダート1200m,2026032809020101,16,モノノケ,原優介,5.2,,2.82,0.751,43.1,,,,,,,,,,,,,,,,,8,nan,nan,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,1,レグラヴィエール,国分優作,8.3,,3.128,0.738,30.2,,,,,,,,,,,,,,,,,8,nan,nan,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,2,トーレス,太宰啓介,5.7,,3.256,0.732,45.5,,,,,,,,,,,,,,,,,6,nan,nan,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,3,サンライズフリード,城戸義政,31.0,◯,2.828,0.751,7.3,,,,,,,,,,,,,,,,,9,nan,nan,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,4,ストロングボーイ,岩田望来,24.8,▲,1.024,0.839,3.3,,,,,,,,,,,,,,,,,2,nan,110.0,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,5,ゴーレジェンド,河原田菜,11.8,,12.179,0.721,82.5,,,,,,,,,,,,,,,,,11,nan,nan,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,6,スズカサートゥル,森田誠也,3.8,,1.683,0.789,35.6,,,,,,,,,,,,,,,,,7,nan,nan,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,7,ハイラブレジェンド,高倉稜,2.4,,3.019,0.743,99.6,,,,,,,,,,,,,,,,,4,nan,nan,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,8,コンテナヒーロー,角田大和,14.5,,10.707,0.721,58.9,,,,,,,,,,,,,,,,,10,nan,nan,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,9,ロードアマルフィ,吉村誠之,65.7,◎,1.396,0.827,1.7,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,1,150.0,110.0,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,10,リリーサンダー,原優介,24.8,△,5.678,0.721,18.3,,,,,,,,,,,,,,,,,3,nan,170.0,,,
2026.3.28,阪神,2,未勝利,ダート1800m,2026032809020102,11,ジュウハチキン,幸英明,21.0,×,3.618,0.721,13.8,,,,,,,,,,,,,,,,,5,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,1,バロニアル,藤懸貴志,4.8,,5.034,0.721,84.1,,,,,,,,,,,,,,,,,5,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,2,レッドレベンディス,武豊,45.9,◎,3.732,0.721,6.5,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,1,470.0,120.0,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,3,スズランクイーン,城戸義政,5.7,,16.323,0.721,228.1,,,,,,,,,,,,,,,,,12,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,4,ウェルカムソング,岩田望来,35.7,◯,0.848,0.825,1.9,,,,,,,,,,,,,,,,,2,nan,120.0,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,5,ジェイパック,角田大和,17.9,,11.939,0.721,53.5,,,,,,,,,,,,,,,,,13,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,6,シンゼンイセ,太宰啓介,11.8,,12.416,0.721,84.1,,,,,,,,,,,,,,,,,11,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,7,スーパーカルメン,森田誠也,5.7,,19.464,0.721,272.0,,,,,,,,,,,,,,,,,14,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,8,スラッシュ,菱田裕二,2.4,,2.782,0.753,91.8,,,,,,,,,,,,,,,,,6,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,9,ハクサンテドリガワ,団野大成,21.0,×,3.487,0.722,13.3,,,,,,,,,,,,,,,,,7,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,10,バンダムソレール,原優介,24.8,△,8.067,0.721,26.0,,,,,,,,,,,,,,,,,4,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,11,ジュンクロノシップ,高倉稜,11.9,,5.893,0.721,39.5,,,,,,,,,,,,,,,,,10,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,12,ナムラロダン,吉村誠之,32.5,▲,1.627,0.796,4.0,,,,,,,,,,,,,,,,,3,nan,110.0,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,13,マロ,松山弘平,11.9,,1.909,0.779,12.8,,,,,,,,,,,,,,,,,15,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,14,マクローリン,鮫島良太,4.8,,4.454,0.721,74.4,,,,,,,,,,,,,,,,,8,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,15,ゼンノボニータ,国分優作,2.6,,4.42,0.721,138.6,,,,,,,,,,,,,,,,,16,nan,nan,,,
2026.3.28,阪神,3,未勝利,ダート1200m,2026032809020103,16,テセラグラディウス,北村友一,11.2,,3.857,0.721,27.5,,,,,,,,,,,,,,,,,9,nan,nan,,,
2026.3.28,阪神,4,未勝利,ダート1800m,2026032809020104,1,レイサンソク,松山弘平,45.9,◎,2.239,0.777,3.9,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,1,310.0,110.0,,,
2026.3.28,阪神,4,未勝利,ダート1800m,2026032809020104,2,マジックハンド,高倉稜,23.3,×,6.977,0.721,24.0,,,,,,,,,,,,,,,,,10,nan,nan,,,
2026.3.28,阪神,4,未勝利,ダート1800m,2026032809020104,3,ヒロウッドテール,鮫島良太,21.0,,8.679,0.721,33.1,,,,,,,,,,,,,,,,,12,nan,nan,,,
2026.3.28,阪神,4,未勝利,ダート1800m,2026032809020104,4,ピコオーバル,菱田裕二,15.0,,2.833,0.751,15.1,,,,,,,,,,,,,,,,,4,nan,nan,,,
2026.3.28,阪神,4,未勝利,ダート1800m,2026032809020104,5,サンセバ,幸英明,14.5,,1.872,0.779,10.3,,,,,,,,,,,,,,,,,3,nan,230.0,,,
2026.3.28,阪神,4,未勝利,ダート1800m,2026032809020104,6,サンライズキース,国分優作,1.5,,1.96,0.779,103.8,,,,,,,,,,,,,,,,,11,nan,nan,,,
